model,structure,level,y,x,cls,n_true_cols,frac_damaged,pred_val,tgt_val
nafnet_evid,vo2_Vacancy-Anion-03.png,1,136.0,0.0,boundary_edge,100,0.8208365164247517,0.798110842704773,0.10588235408067703
nafnet_evid,vo2_Vacancy-Anion-03.png,1,411.0,0.0,boundary_edge,100,0.8208365164247517,0.7740015983581543,0.1411764770746231
nafnet_evid,vo2_Vacancy-Anion-03.png,1,171.0,257.0,boundary_edge,100,0.8208365164247517,0.5040276050567627,0.529411792755127
nafnet_evid,vo2_Vacancy-Anion-03.png,1,379.0,257.0,boundary_edge,100,0.8208365164247517,0.5049455761909485,0.5137255191802979
nafnet_evid,vo2_Vacancy-Anion-03.png,1,481.0,79.0,boundary_edge,100,0.8208365164247517,0.5063433647155762,0.5215686559677124
nafnet_evid,vo2_Vacancy-Anion-03.png,1,378.0,139.0,boundary_edge,100,0.8208365164247517,0.503882646560669,0.47058823704719543
nafnet_evid,vo2_Vacancy-Anion-03.png,1,309.0,139.0,boundary_edge,100,0.8208365164247517,0.5060412287712097,0.47058823704719543
nafnet_evid,mos2-A_Adatom-Li.png,1,8.0,7.0,boundary_edge,84,0.1745861950889585,1.0,0.0235294122248888
nafnet_evid,mose2-A_Doped-Na.png,1,8.0,7.0,boundary_edge,105,0.006990570979570456,1.0,0.003921568859368563
nafnet_evid,mose2-A_Doped-Na.png,1,0.0,485.0,boundary_edge,105,0.006990570979570456,0.17862160503864288,0.007843137718737125
nafnet_evid,mote2-A_Anti-2M.png,1,0.0,256.0,boundary_edge,189,0.2322716616543134,0.4505041241645813,0.07450980693101883
nafnet_evid,mote2-A_Anti-2M.png,1,0.0,81.0,boundary_edge,189,0.2322716616543134,0.49666595458984375,0.08235294371843338
nafnet_evid,mote2-A_Anti-2M.png,1,0.0,559.0,boundary_edge,189,0.2322716616543134,0.4428105056285858,0.0941176488995552
nafnet_evid,mote2-A_Anti-2M.png,1,0.0,382.0,boundary_edge,189,0.2322716616543134,0.43804481625556946,0.08627451211214066
nafnet_evid,mote2-A_Anti-2M.png,1,9.0,604.0,boundary_edge,189,0.2322716616543134,0.45791515707969666,0.4901960790157318
nafnet_evid,tate2-A_Fe_doped.png,1,8.0,7.0,boundary_edge,122,0.006934121621621622,1.0,0.0470588244497776
nafnet_evid,vse2-A_Vacancy-Anion-06A.png,1,8.0,7.0,boundary_edge,84,0.04060658162751613,1.0,0.1411764770746231
nafnet_evid,tas2-A_Doped-Li.png,1,0.0,89.0,boundary_edge,68,0.06500783897233602,0.7760828733444214,0.0313725508749485
nafnet_evid,tas2-A_Doped-Li.png,1,0.0,382.0,boundary_edge,68,0.06500783897233602,0.6866575479507446,0.03921568766236305
nafnet_evid,tas2-A_Doped-Li.png,1,8.0,7.0,boundary_edge,68,0.06500783897233602,1.0,0.0313725508749485
nafnet_evid,tase2-A_Vacancy-Anion-12B.png,1,8.0,7.0,boundary_edge,121,0.015205930807248764,1.0,0.027450980618596077
nafnet_evid,nbs2_Anti-Metal.png,1,8.0,7.0,boundary_edge,106,0.046149358075750414,1.0,0.062745101749897
nafnet_evid,nbs2_Anti-Metal.png,1,655.0,292.0,boundary_edge,106,0.046149358075750414,0.23547953367233276,0.12156862765550613
nafnet_evid,nbte2_Vacancy-Anion-12A.png,1,96.0,445.0,invented_undamaged,170,0.054897087039944184,0.5997087955474854,0.06666667014360428
nafnet_evid,nbte2_Vacancy-Anion-12A.png,1,96.0,130.0,invented_undamaged,170,0.054897087039944184,0.5938405394554138,0.06666667014360428
nafnet_evid,nbte2_Vacancy-Anion-12A.png,1,187.0,288.0,invented_undamaged,170,0.054897087039944184,0.5953429937362671,0.07450980693101883
nafnet_evid,nbte2_Vacancy-Anion-12A.png,1,723.0,391.0,boundary_edge,170,0.054897087039944184,0.5742326974868774,0.0313725508749485
nafnet_evid,nbte2_Vacancy-Anion-12A.png,1,714.0,444.0,boundary_edge,170,0.054897087039944184,0.5903632640838623,0.0235294122248888
nafnet_evid,nbte2_Vacancy-Anion-12A.png,1,727.0,80.0,boundary_edge,170,0.054897087039944184,0.40090838074684143,0.019607843831181526
nafnet_evid,nbte2_Vacancy-Anion-12A.png,1,712.0,127.0,boundary_edge,170,0.054897087039944184,0.4704384207725525,0.019607843831181526
nafnet_evid,nbte2_Vacancy-Anion-12A.png,1,715.0,496.0,boundary_edge,170,0.054897087039944184,0.41464799642562866,0.03921568766236305
nafnet_evid,nbte2_Vacancy-Anion-12A.png,1,666.0,317.0,invented_undamaged,170,0.054897087039944184,0.3669794201850891,0.07450980693101883
nafnet_evid,nbte2_Vacancy-Anion-12A.png,1,8.0,7.0,boundary_edge,170,0.054897087039944184,1.0,0.01568627543747425
nafnet_evid,tis2_Vacancy-Anion-12A.png,1,8.0,7.0,boundary_edge,118,0.31453126492509376,1.0,0.06666667014360428
nafnet_evid,tise2_Adatom-Li.png,1,8.0,7.0,boundary_edge,157,0.21837645949468895,1.0,0.027450980618596077
nafnet_evid,tite2-B_Cu_doped.png,1,8.0,7.0,boundary_edge,72,0.015100070555276231,1.0,0.08627451211214066
nafnet_evid,vs2_Vacancy-Anion-06A.png,1,8.0,7.0,boundary_edge,158,0.5798871994272244,1.0,0.04313725605607033
nafnet_evid,vs2_Vacancy-Anion-06A.png,1,367.0,448.0,boundary_edge,158,0.5798871994272244,0.5403737425804138,0.5607843399047852
nafnet_evid,vte2_Defect-Free.png,1,8.0,7.0,boundary_edge,119,0.012906519538912127,1.0,0.0313725508749485
nafnet_evid,ws2-A_Vacancy-Metal.png,1,0.0,291.0,boundary_edge,59,0.008955588924533023,0.6375971436500549,0.0313725508749485
nafnet_evid,ws2-A_Vacancy-Metal.png,1,344.0,495.0,invented_undamaged,59,0.008955588924533023,0.41753479838371277,0.0470588244497776
nafnet_evid,ws2-A_Vacancy-Metal.png,1,8.0,7.0,boundary_edge,59,0.008955588924533023,1.0,0.027450980618596077
nafnet_evid,cose2_Fe_doped.png,1,532.0,48.0,invented_undamaged,96,0.03038748424860778,0.7788251638412476,0.0235294122248888
nafnet_evid,cose2_Fe_doped.png,1,8.0,7.0,boundary_edge,96,0.03038748424860778,1.0,0.019607843831181526
nafnet_evid,cro2_Vacancy-Anion-03.png,1,0.0,0.0,boundary_edge,80,0.6890084556742901,0.31586387753486633,0.07450980693101883
nafnet_evid,cro2_Vacancy-Anion-03.png,1,8.0,7.0,boundary_edge,80,0.6890084556742901,1.0,0.07450980693101883
nafnet_evid,vo2_Vacancy-Anion-03.png,2,172.0,258.0,boundary_edge,100,0.8481016042780749,0.4896497428417206,0.5215686559677124
nafnet_evid,mos2-A_Adatom-Li.png,2,392.0,552.0,boundary_edge,84,0.20018564268876268,0.7973939776420593,0.08235294371843338
nafnet_evid,mos2-A_Adatom-Li.png,2,8.0,7.0,boundary_edge,84,0.20018564268876268,1.0,0.0235294122248888
nafnet_evid,mose2-A_Doped-Na.png,2,8.0,7.0,boundary_edge,105,0.014921424829753798,1.0,0.003921568859368563
nafnet_evid,mote2-A_Anti-2M.png,2,0.0,81.0,boundary_edge,189,0.22246323616472094,0.5164434313774109,0.08235294371843338
nafnet_evid,mote2-A_Anti-2M.png,2,0.0,383.0,boundary_edge,189,0.22246323616472094,0.49229976534843445,0.0784313753247261
