model,structure,level,y,x,cls,n_true_cols,frac_damaged,pred_val,tgt_val
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,379.0,258.0,boundary_edge,100,0.8208365164247517,0.5023812651634216,0.4588235318660736
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,171.0,257.0,boundary_edge,100,0.8208365164247517,0.5020426511764526,0.529411792755127
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,137.0,80.0,boundary_edge,100,0.8208365164247517,0.4888392686843872,0.47843137383461
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,378.0,140.0,boundary_edge,100,0.8208365164247517,0.5027321577072144,0.5215686559677124
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,413.0,80.0,boundary_edge,100,0.8208365164247517,0.48505523800849915,0.4941176474094391
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,103.0,139.0,invented_damaged,100,0.8208365164247517,0.49881231784820557,0.5372549295425415
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,206.0,79.0,invented_damaged,100,0.8208365164247517,0.5014719367027283,0.5411764979362488
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,481.0,79.0,boundary_edge,100,0.8208365164247517,0.5000576972961426,0.5215686559677124
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,309.0,139.0,boundary_edge,100,0.8208365164247517,0.5051314830780029,0.47058823704719543
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,378.0,377.0,boundary_edge,100,0.8208365164247517,0.5053508877754211,0.5176470875740051
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,516.0,139.0,boundary_edge,100,0.8208365164247517,0.50590980052948,0.49803921580314636
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,446.0,139.0,invented_damaged,100,0.8208365164247517,0.49653005599975586,0.49803921580314636
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,104.0,377.0,boundary_edge,100,0.8208365164247517,0.4993215799331665,0.48627451062202454
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,172.0,377.0,boundary_edge,100,0.8208365164247517,0.5003476142883301,0.45098039507865906
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,344.0,80.0,boundary_edge,100,0.8208365164247517,0.5003828406333923,0.40784314274787903
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,69.0,317.0,boundary_edge,100,0.8208365164247517,0.49479997158050537,0.5411764979362488
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,241.0,20.0,boundary_edge,100,0.8208365164247517,0.49552279710769653,0.5098039507865906
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,308.0,20.0,boundary_edge,100,0.8208365164247517,0.49594414234161377,0.5333333611488342
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,482.0,317.0,boundary_edge,100,0.8208365164247517,0.4979288876056671,0.4274509847164154
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,344.0,317.0,boundary_edge,100,0.8208365164247517,0.4931604266166687,0.4431372582912445
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,34.0,139.0,boundary_edge,100,0.8208365164247517,0.5011476278305054,0.48627451062202454
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,172.0,140.0,boundary_edge,100,0.8208365164247517,0.49331843852996826,0.49803921580314636
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,1,241.0,139.0,boundary_edge,100,0.8208365164247517,0.5015751123428345,0.5254902243614197
gatedv2_t0.95_d2_s400,mote2-A_Anti-2M.png,1,6.0,604.0,boundary_edge,189,0.2322716616543134,0.48627451062202454,0.5215686559677124
gatedv2_t0.95_d2_s400,vse2-A_Vacancy-Anion-06A.png,1,628.0,217.0,borderline_shifted,84,0.04060658162751613,0.23137255012989044,0.21176470816135406
gatedv2_t0.95_d2_s400,nbs2_Anti-Metal.png,1,186.0,225.0,borderline_shifted,106,0.046149358075750414,0.35580599308013916,0.3921568691730499
gatedv2_t0.95_d2_s400,vs2_Vacancy-Anion-06A.png,1,304.0,417.0,borderline_shifted,158,0.5798871994272244,0.7952746152877808,0.7647058963775635
gatedv2_t0.95_d2_s400,vs2_Vacancy-Anion-06A.png,1,367.0,447.0,invented_damaged,158,0.5798871994272244,0.5356027483940125,0.5098039507865906
gatedv2_t0.95_d2_s400,vs2_Vacancy-Anion-06A.png,1,404.0,507.0,boundary_edge,158,0.5798871994272244,0.4105374217033386,0.4274509847164154
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,2,172.0,258.0,boundary_edge,100,0.8481016042780749,0.4832040071487427,0.5215686559677124
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,2,378.0,140.0,boundary_edge,100,0.8481016042780749,0.4847688376903534,0.5215686559677124
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,2,138.0,80.0,boundary_edge,100,0.8481016042780749,0.4677014946937561,0.48627451062202454
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,2,69.0,318.0,invented_damaged,100,0.8481016042780749,0.4787461459636688,0.5176470875740051
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,2,378.0,257.0,invented_damaged,100,0.8481016042780749,0.4773550033569336,0.4745098054409027
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,2,103.0,140.0,boundary_edge,100,0.8481016042780749,0.4869707226753235,0.45490196347236633
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,2,412.0,80.0,boundary_edge,100,0.8481016042780749,0.46512195467948914,0.5176470875740051
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,2,103.0,377.0,invented_damaged,100,0.8481016042780749,0.4861108660697937,0.5176470875740051
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,2,241.0,139.0,boundary_edge,100,0.8481016042780749,0.48455482721328735,0.5254902243614197
gatedv2_t0.95_d2_s400,vo2_Vacancy-Anion-03.png,2,481.0,79.0,boundary_edge,100,0.8481016042780749,0.48218804597854614,0.5215686559677124
