model,structure,level,y,x,cls,n_true_cols,frac_damaged,pred_val,tgt_val
gated_oracle,vo2_Vacancy-Anion-03.png,1,379.0,258.0,boundary_edge,100,0.8208365164247517,0.5023812651634216,0.4588235318660736
gated_oracle,vo2_Vacancy-Anion-03.png,1,171.0,257.0,boundary_edge,100,0.8208365164247517,0.5020426511764526,0.529411792755127
gated_oracle,vo2_Vacancy-Anion-03.png,1,137.0,80.0,boundary_edge,100,0.8208365164247517,0.4888392686843872,0.47843137383461
gated_oracle,vo2_Vacancy-Anion-03.png,1,378.0,139.0,boundary_edge,100,0.8208365164247517,0.5025593638420105,0.47058823704719543
gated_oracle,vo2_Vacancy-Anion-03.png,1,413.0,80.0,boundary_edge,100,0.8208365164247517,0.48505523800849915,0.4941176474094391
gated_oracle,vo2_Vacancy-Anion-03.png,1,103.0,139.0,invented_damaged,100,0.8208365164247517,0.49881231784820557,0.5372549295425415
gated_oracle,vo2_Vacancy-Anion-03.png,1,206.0,79.0,invented_damaged,100,0.8208365164247517,0.5014719367027283,0.5411764979362488
gated_oracle,vo2_Vacancy-Anion-03.png,1,481.0,79.0,boundary_edge,100,0.8208365164247517,0.5000576972961426,0.5215686559677124
gated_oracle,vo2_Vacancy-Anion-03.png,1,309.0,139.0,boundary_edge,100,0.8208365164247517,0.5051314830780029,0.47058823704719543
gated_oracle,vo2_Vacancy-Anion-03.png,1,378.0,377.0,boundary_edge,100,0.8208365164247517,0.5053508877754211,0.5176470875740051
gated_oracle,vo2_Vacancy-Anion-03.png,1,516.0,139.0,boundary_edge,100,0.8208365164247517,0.50590980052948,0.49803921580314636
gated_oracle,vo2_Vacancy-Anion-03.png,1,446.0,139.0,invented_damaged,100,0.8208365164247517,0.49653005599975586,0.49803921580314636
gated_oracle,vo2_Vacancy-Anion-03.png,1,104.0,377.0,boundary_edge,100,0.8208365164247517,0.4993215799331665,0.48627451062202454
gated_oracle,vo2_Vacancy-Anion-03.png,1,172.0,377.0,boundary_edge,100,0.8208365164247517,0.5003476142883301,0.45098039507865906
gated_oracle,vo2_Vacancy-Anion-03.png,1,344.0,80.0,boundary_edge,100,0.8208365164247517,0.5003828406333923,0.40784314274787903
gated_oracle,vo2_Vacancy-Anion-03.png,1,69.0,317.0,boundary_edge,100,0.8208365164247517,0.49479997158050537,0.5411764979362488
gated_oracle,vo2_Vacancy-Anion-03.png,1,241.0,20.0,boundary_edge,100,0.8208365164247517,0.49552279710769653,0.5098039507865906
gated_oracle,vo2_Vacancy-Anion-03.png,1,34.0,139.0,boundary_edge,100,0.8208365164247517,0.5011476278305054,0.48627451062202454
gated_oracle,vo2_Vacancy-Anion-03.png,1,482.0,317.0,boundary_edge,100,0.8208365164247517,0.4979288876056671,0.4274509847164154
gated_oracle,vo2_Vacancy-Anion-03.png,1,344.0,317.0,boundary_edge,100,0.8208365164247517,0.4931604266166687,0.4431372582912445
gated_oracle,vo2_Vacancy-Anion-03.png,1,308.0,20.0,boundary_edge,100,0.8208365164247517,0.49594414234161377,0.5333333611488342
gated_oracle,vo2_Vacancy-Anion-03.png,1,172.0,140.0,boundary_edge,100,0.8208365164247517,0.49331843852996826,0.49803921580314636
gated_oracle,vo2_Vacancy-Anion-03.png,1,241.0,139.0,boundary_edge,100,0.8208365164247517,0.5015751123428345,0.5254902243614197
gated_oracle,vo2_Vacancy-Anion-03.png,1,138.0,318.0,boundary_edge,100,0.8208365164247517,0.4948136806488037,0.5647059082984924
gated_oracle,mote2-A_Anti-2M.png,1,8.0,604.0,boundary_edge,189,0.2322716616543134,0.4579140543937683,0.501960813999176
gated_oracle,vse2-A_Vacancy-Anion-06A.png,1,628.0,217.0,borderline_shifted,84,0.04060658162751613,0.23137255012989044,0.21176470816135406
gated_oracle,vs2_Vacancy-Anion-06A.png,1,304.0,417.0,borderline_shifted,158,0.5798871994272244,0.7952746152877808,0.7647058963775635
gated_oracle,vs2_Vacancy-Anion-06A.png,1,367.0,448.0,boundary_edge,158,0.5798871994272244,0.5403028726577759,0.5607843399047852
gated_oracle,vs2_Vacancy-Anion-06A.png,1,404.0,507.0,boundary_edge,158,0.5798871994272244,0.4105374217033386,0.4274509847164154
gated_oracle,cro2_Vacancy-Anion-03.png,1,198.0,390.0,borderline_shifted,80,0.6890084556742901,0.47609859704971313,0.4274509847164154
gated_oracle,vo2_Vacancy-Anion-03.png,2,289.0,248.0,borderline_shifted,100,0.8481016042780749,0.5130999088287354,0.2549019753932953
gated_oracle,vo2_Vacancy-Anion-03.png,2,172.0,258.0,boundary_edge,100,0.8481016042780749,0.4832040071487427,0.5215686559677124
gated_oracle,vo2_Vacancy-Anion-03.png,2,378.0,140.0,boundary_edge,100,0.8481016042780749,0.4847688376903534,0.5215686559677124
gated_oracle,vo2_Vacancy-Anion-03.png,2,138.0,80.0,boundary_edge,100,0.8481016042780749,0.4677014946937561,0.48627451062202454
gated_oracle,vo2_Vacancy-Anion-03.png,2,69.0,318.0,invented_damaged,100,0.8481016042780749,0.4787461459636688,0.5176470875740051
gated_oracle,vo2_Vacancy-Anion-03.png,2,378.0,257.0,invented_damaged,100,0.8481016042780749,0.4773550033569336,0.4745098054409027
gated_oracle,vo2_Vacancy-Anion-03.png,2,103.0,140.0,boundary_edge,100,0.8481016042780749,0.4869707226753235,0.45490196347236633
gated_oracle,vo2_Vacancy-Anion-03.png,2,412.0,80.0,boundary_edge,100,0.8481016042780749,0.46512195467948914,0.5176470875740051
gated_oracle,vo2_Vacancy-Anion-03.png,2,103.0,377.0,invented_damaged,100,0.8481016042780749,0.4861108660697937,0.5176470875740051
gated_oracle,vo2_Vacancy-Anion-03.png,2,241.0,139.0,boundary_edge,100,0.8481016042780749,0.48455482721328735,0.5254902243614197
gated_oracle,vo2_Vacancy-Anion-03.png,2,481.0,79.0,boundary_edge,100,0.8481016042780749,0.48218804597854614,0.5215686559677124
gated_oracle,vo2_Vacancy-Anion-03.png,2,206.0,80.0,boundary_edge,100,0.8481016042780749,0.48234665393829346,0.4588235318660736
gated_oracle,vo2_Vacancy-Anion-03.png,2,206.0,317.0,boundary_edge,100,0.8481016042780749,0.48068487644195557,0.501960813999176
gated_oracle,vo2_Vacancy-Anion-03.png,2,171.0,377.0,invented_damaged,100,0.8481016042780749,0.48277974128723145,0.49803921580314636
gated_oracle,vo2_Vacancy-Anion-03.png,2,34.0,20.0,invented_damaged,100,0.8481016042780749,0.47531425952911377,0.46666666865348816
gated_oracle,vo2_Vacancy-Anion-03.png,2,343.0,317.0,invented_damaged,100,0.8481016042780749,0.47523370385169983,0.46666666865348816
gated_oracle,vo2_Vacancy-Anion-03.png,2,516.0,139.0,boundary_edge,100,0.8481016042780749,0.4840739369392395,0.49803921580314636
gated_oracle,vo2_Vacancy-Anion-03.png,2,446.0,377.0,boundary_edge,100,0.8481016042780749,0.479963481426239,0.5254902243614197
gated_oracle,vo2_Vacancy-Anion-03.png,2,344.0,79.0,invented_damaged,100,0.8481016042780749,0.4830113649368286,0.48627451062202454
